player_name,actual_value,predicted_value
Lin Liangming,400000.0,369452.9710691583
M. Fink,425000.0,394106.689808833
L. Castro,10000000.0,9283224.582831005
M. de Jong,425000.0,548457.3234199458
S. Prevljak,1600000.0,1390309.617369179
L. Fer,5500000.0,4803791.828214204
Rubén,375000.0,498167.0997807416
G. Bou,9000000.0,7659342.366963409
S. Ingelsson,1100000.0,1103816.511179851
N. Plume,280000.0,289627.5108452881
M. Maddison,2300000.0,2164417.9832281857
A. Abeid,825000.0,872927.3054584397
Jefferson Santos,1800000.0,1399293.4357406723
L. Goretzka,34000000.0,32941624.524161216
Rúben Vinagre,1200000.0,1361799.6330955622
K. Sekiguchi,200000.0,213731.21786909032
B. Turner,700000.0,656019.7970869987
J. Andersson,200000.0,203769.61131428744
D. Camara,1400000.0,1318737.113122234
L. Valeau,60000.0,56231.56449928685
F. Pereyra,220000.0,224663.47078914312
J. Mukena,375000.0,422367.7050094101
N. Maturana,1100000.0,1065393.6173881718
A. Affane,500000.0,461121.1417020507
P. Cibicki,1400000.0,1319106.6783396252
A. Al Bulayhi,725000.0,662826.0334321607
D. Warmerdam,1200000.0,1343030.366797961
M. Riquero,250000.0,715695.3738743805
C. Mahoney,1200000.0,1141357.0723843642
D. Williams,425000.0,340526.2234636608
F. Falco,2100000.0,1917911.079670969
N. Ramos,100000.0,353335.5363853318
R. Insigne,3100000.0,2830442.4194051353
T. Chakwana,130000.0,123976.60690745132
Pedro Obiang,9000000.0,11179090.935993511
D. Markey,270000.0,243599.0647994059
Luis Paezinho,110000.0,291906.5033394227
T. Serbest,1200000.0,1103109.8961978834
F. Ahumada,500000.0,482900.05611089146
S. Macías,375000.0,413276.4818515123
P. Schorr,500000.0,496591.7458073283
J. Serafin,220000.0,189525.10952474686
T. Lauritsen,120000.0,115250.95680575399
S. Romero,550000.0,509069.37382424285
S. Johnson,1400000.0,1415594.008429568
Fábinho,250000.0,548457.3234199458
S. Field,1700000.0,1446950.825687021
D. Ousted,900000.0,836133.104704625
A. Martin,375000.0,340526.2234636608
C. Awaziem,7000000.0,6934413.13228187
K. Fatkic,140000.0,126085.63374008419
T. Yasui,80000.0,94979.87145189826
F. Zoko,240000.0,340526.2234636608
Endika,450000.0,463158.2215311224
A. Hansen,3300000.0,3476284.9428145057
K. Fisher,475000.0,486997.414195868
A. Diaz,180000.0,182495.37205773822
M. Cash,3100000.0,3003746.536570953
S. Lauper,280000.0,289627.5108452881
Pedro López,675000.0,2006861.533986196
R. Bennett,3200000.0,2785816.934528546
M. Schulz,750000.0,826364.3668887146
R. Gómez,3900000.0,3773532.278981568
N. Al Farshan,110000.0,103731.14562834546
R. Williams,160000.0,118509.54741663128
Pelayo Morilla,725000.0,759101.1693452939
J. Butterfield,1000000.0,939654.4720359201
J. Bořil,3700000.0,4503293.581405225
Raillo,1100000.0,1035337.1394404774
O. Buff,1100000.0,1065393.6173881718
J. Löwe,270000.0,251816.4883317712
Zhang Lu,150000.0,118509.54741663128
T. Corbaz,200000.0,191686.1100443717
D. N'Doye,3500000.0,4358328.988518324
M. Bloomfield,180000.0,290169.0529742305
L. Pocrnjic,550000.0,1268786.3966257176
J. Abarca,500000.0,483935.31732552196
I. Ganago,1800000.0,1566289.9774966193
Zou Zheng,650000.0,659298.5221347352
J. Madueña,1400000.0,1598397.5554550302
M. Urynowicz,180000.0,166588.73295235346
D. Wenzel-Halls,150000.0,129298.88501993127
Park Ji Min,210000.0,250903.6929626856
J. Weir,450000.0,395454.18775646406
Alcalá,5000000.0,4635127.144168455
J. Cuadrado,3900000.0,4170419.683674817
F. Morais,400000.0,516219.8222973687
Lu Wenjun,750000.0,505034.6946712049
E. Isnaldo,1200000.0,1174636.0509746887
N. Hagglund,825000.0,883003.4181571207
Lee Jae Sung,8500000.0,8173716.124341471
Z. Vanheusden,1700000.0,1831872.6235362731
Niltinho,1300000.0,1188184.7204987004
S. Rondón,9000000.0,7973390.927120525
S. Aasmundsen,650000.0,556346.171148315
Ruben Lima,4400000.0,4819868.977080405
Li Shuai,375000.0,395202.1959982222
J. Rafferty,725000.0,742844.1791344888
R. Brégerie,1600000.0,1564989.81623936
R. Gagliolo,1400000.0,1336953.9611505547
M. Ofkir,450000.0,395454.18775646406
R. Lawan,190000.0,175283.3430944906
Cheng Yuan,350000.0,327077.37693661527
Juan Cruz,625000.0,505034.6946712049
F. Hormazábal,775000.0,672662.1541921588
Túlio Sandoiro,1200000.0,2008824.7491910413
A. La Gumina,1300000.0,1258129.962146301
B. Salamon,2200000.0,1967286.995000509
S. Decarli,3200000.0,3357088.444021542
B. Grøtterud,50000.0,70648.25666766932
F. Onyedinma,1100000.0,1025525.3905851165
Pere Milla,5000000.0,4723412.823446667
Mamadu Candé,650000.0,505034.6946712049
I. Kiese Thelin,3800000.0,3769333.146655364
R. Munsy,1100000.0,939095.2524226606
R. Edwards,375000.0,387876.550740538
K. Ødemarksbakken,230000.0,191686.1100443717
Y. Góez,50000.0,56231.56449928685
Cui Peng,100000.0,118509.54741663128
K. Pedersen,725000.0,742844.1791344888
J. Mutch,1000000.0,934304.6141495663
Nathael Silbeira,950000.0,1287303.739275419
B. Riveros,2100000.0,2097507.15581241
J. McGing,325000.0,388403.9816045694
M. Dávila,625000.0,485156.4607597763
J. Thompson,180000.0,175217.5760302538
Álvaro Peña,1200000.0,1099503.7558390861
E. González,40000.0,285301.6661806481
W. Saliba,650000.0,749618.5818301116
A. Modiba,0.0,134189.3359954405
A. Ouahim,925000.0,875778.7379078821
K. Walker,525000.0,389912.8854409279
K. Miyahara,700000.0,785021.9885775738
T. Pachonik,2700000.0,3150721.6593559934
K. Laimer,8000000.0,8884124.896630237
B. Romero,900000.0,783259.7339111338
T. Cordner,170000.0,188557.50315059285
M. Thorbjörnsson,230000.0,224663.47078914312
M. Helik,875000.0,892929.6200002492
F. Sotoca,950000.0,782829.1113242613
Oriol Busquets,1500000.0,1509890.8479888171
L. Weinkauf,220000.0,244462.2192813674
S. Bain,800000.0,931949.000421179
G. Cimirot,4900000.0,4730835.442494285
D. Swanson,675000.0,670071.608484007
K. Tokura,525000.0,483935.31732552196
M. Langer,270000.0,309300.3083164807
Martin Cordeia,1200000.0,2111290.7234561397
R. Camacho,750000.0,656019.7970869987
Jo Yong Jae,160000.0,154102.08654475954
G. Lefebvre,450000.0,463158.2215311224
Pedro Santos,5500000.0,4294286.53904602
D. Campos,400000.0,451527.8538525129
J. Valbuena,50000.0,44321.48294360031
M. Okazaki,400000.0,423385.57287675113
J. van Aken,1000000.0,1072347.3956024924
N. Rusyn,1100000.0,1062725.1815132326
A. Kawai,140000.0,154102.08654475954
T. Smith,850000.0,715695.3738743805
A. Kolarov,12500000.0,16818919.717591677
H. Futami,260000.0,224663.47078914312
M. van der Hoorn,4200000.0,4269109.189434191
Z. Bergdich,675000.0,782829.1113242613
M. Mancosu,625000.0,556346.171148315
B. Kısa,450000.0,939095.2524226606
M. Egho,350000.0,327566.0776259686
E. Ampadu,1100000.0,1109907.5502948945
H. Hope,280000.0,265908.2911800451
F. Gutiérrez,7000000.0,5211044.654706595
M. Maouche,575000.0,492939.9437114512
M. Fujita,200000.0,285754.0672276147
M. Festa,260000.0,354066.6551375932
R. Aponzá,525000.0,501896.62175647885
E. Robson,260000.0,243599.0647994059
Castro,1100000.0,966712.1785632181
F. Barrientos,2700000.0,2637946.782633521
H. Nakagawa,1300000.0,1188184.7204987004
N. Husin,350000.0,326625.2627491381
P. Buch Christiansen,120000.0,114167.46548635144
Wallace,3000000.0,2778015.7377200346
E. Rexhbeçaj,1800000.0,1567763.9806363368
N. Bertolo,2400000.0,2177203.4054175247
M. Etame,1000000.0,939095.2524226606
J. Mejías,925000.0,1023052.4729197567
João Gamboa,3000000.0,3258196.0488750297
A. Oviedo,425000.0,392021.8956505542
S. Palacios,2800000.0,2671597.1746221734
A. Saldívar,1200000.0,986458.4041544881
S. Moloney,60000.0,86372.74374077209
L. Hyam,875000.0,783259.7339111338
J. Hegeler,775000.0,724388.5824799943
Choi Bo Kyung,475000.0,484490.9148347958
C. Biraghi,7500000.0,8937526.558983153
N. Amamoo,180000.0,158772.10984720287
J. Correa,3900000.0,3773532.278981568
Einar Galilea,675000.0,752288.6351385989
J. Cordoval,825000.0,715695.3738743805
Vicente Gómez,7500000.0,6519393.177920111
A. Bah,650000.0,594201.9944771518
D. Nugent,1500000.0,2110536.032072255
M. Bean,100000.0,175283.3430944906
J. Romanski,90000.0,110962.22154572465
José Machín,1400000.0,1482183.924395369
J. Villota,1300000.0,1123593.6788903184
D. Dainelli,270000.0,2410168.6575976308
J. Barboza,375000.0,295955.60032791283
Salva Ferrer,550000.0,575694.0883922427
S. Córdova,200000.0,174060.90609790076
T. Courtois,53500000.0,55055030.75396825
F. Kath,700000.0,809924.1819533466
M. Schulze Niehues,375000.0,245011.78918724574
A. Arrighini,800000.0,505034.6946712049
J. McKeown,260000.0,186193.43217084702
P. Coutts,2300000.0,2001238.3007902948
R. Åhman Persson,425000.0,483935.31732552196
O. Ovacıklı,675000.0,656019.7970869987
L. Clarke,1500000.0,1510807.4305379784
D. Montoya,350000.0,392021.8956505542
O. Mihálik,1100000.0,1025525.3905851165
A. Herrera,525000.0,567506.6696899963
Álex Mula,1600000.0,1389940.0521517876
L. Singh,1900000.0,1612852.0691877191
R. Colclough,1000000.0,966712.1785632181
Dilson Calegari,325000.0,484490.9148347958
H. Saivet,4100000.0,3158704.1606728896
Zequinha,775000.0,782829.1113242613
Lato,7500000.0,8311936.776179474
Y. Benrahou,800000.0,759295.3085394332
L. Migliorelli,160000.0,158772.10984720287
M. Thiel,1300000.0,1123593.6788903184
José Mena,725000.0,693144.5852188349
R. Fitzsimons,130000.0,162776.88142894476
Xu Yougang,120000.0,126085.63374008419
M. Pasqual,650000.0,3681719.229263898
N. Mendy,6500000.0,7775629.579368394
B. Linssen,3300000.0,2712452.941023997
O. Kåhed,80000.0,91994.61944073292
A. Bastía,120000.0,1509028.135226799
Liu Junshuai,260000.0,266881.8806676168
B. Mumba,190000.0,182495.37205773822
W. Mesloub,1800000.0,1932114.6346183806
Lucas França,550000.0,658958.3628845535
J. Mashart,150000.0,168444.0639255211
Miguel Luís,775000.0,759295.3085394332
A. Akinola,425000.0,422951.34851967945
D. Martínez,1900000.0,2006861.533986196
A. Johansson,425000.0,1747351.819559657
R. James,975000.0,1109254.3612206616
B. Amos,625000.0,498167.0997807416
P. Gouano,8000000.0,7826492.669646744
T. Ndenge,725000.0,793159.9906834499
D. İncedere,250000.0,226660.00220616456
Djavan,4100000.0,3450802.6468601525
M. Ishak,5000000.0,4730912.625473907
T. Tawatha,1500000.0,1329716.3633116945
M. Chouiar,550000.0,496671.97106403456
K. Balogiannis,250000.0,251816.4883317712
Rúben Fernandes,1800000.0,1922487.9341427048
C. Villanueva,240000.0,265908.2911800451
D. Torres,7000000.0,7295710.753623366
M. Meneses,400000.0,360129.4665030353
W. Evseev,450000.0,451480.5452709001
W. Sobota,2100000.0,2007843.1265837797
Renaldo Justinho,900000.0,1598668.580676713
D. Walker-Rice,60000.0,56257.8108335977
João Pereira,240000.0,224858.7475682729
T. Thiele,900000.0,656019.7970869987
J. Hunt,170000.0,175554.43892412682
G. Pezzella,12500000.0,13403539.811360173
O. Fink,750000.0,1477283.4532871945
Y. Asprilla,450000.0,340212.342350083
M. Eggestein,14000000.0,13141998.48437643
A. Kecskés,200000.0,191686.1100443717
Willy,450000.0,340526.2234636608
M. Kvasina,625000.0,502039.47605283855
A. Andersson,325000.0,434141.19151912525
N. Gyömbér,2500000.0,2459663.0952524114
D. Worrall,550000.0,394106.689808833
N. Kreuzer,925000.0,1065393.6173881718
M. Lüftner,500000.0,486997.414195868
L. de la Torre,800000.0,693385.8597498594
N. Oduwa,775000.0,672662.1541921588
D. Glushakov,4500000.0,5422724.917080777
I. Damonte,975000.0,2684367.928699103
T. Weilandt,1200000.0,1099503.7558390861
M. Barbieri,2100000.0,2132509.3274200484
Camacho,260000.0,676873.5988222533
J. Balkovec,625000.0,706669.9632137454
J. Hunt,875000.0,939654.4720359201
K. Mrabti,3300000.0,3149421.3948057294
A. Dabasse,325000.0,283988.71547879884
S. Meusburger,400000.0,451527.8538525129
Borja Mayoral,10000000.0,9638261.96231502
B. Arapovic,60000.0,56208.67852491866
R. Genevois,3000000.0,2775595.3748168093
T. Mikkelsen,675000.0,685177.1999185209
O. Çelik,450000.0,482062.6255171717
A. Leautey,800000.0,752288.6351385989
A. Diallo,15000000.0,17226360.601999935
A. Golec,250000.0,224663.47078914312
A. Baun,120000.0,116650.48520619048
Josema,975000.0,942915.8842947468
C. Fagan,300000.0,224663.47078914312
Diego Lopes,5000000.0,4827679.412822486
Bruno Gaspar,6000000.0,7208553.839693441
A. Walongwa,550000.0,505187.37280703435
I. Kutepov,6500000.0,6799721.107924226
C. Gonzalez,625000.0,449643.45378671447
K. Vermeer,3800000.0,1444656.484646889
D. Da Costa,210000.0,162400.44308311847
Enaldo Praz,4100000.0,4376874.586230405
E. Harrison,650000.0,485156.4607597763
Ibson,270000.0,631518.1516637779
S. De Maio,6000000.0,6044573.633075253
M. Olivera,1800000.0,2161823.7867996143
B. Pavard,17500000.0,19172804.575594176
Escassi,2100000.0,1902242.8477391964
M. Fontaine,300000.0,340526.2234636608
Carlitos,1000000.0,2057616.1998851777
F. Abo Bakr,140000.0,144553.62413715018
S. Al Masrahi,200000.0,225325.40075230922
K. Stöger,9000000.0,8535366.441516316
Lucas Leiva,17500000.0,20147148.813497193
S. Tomita,280000.0,285301.6661806481
U. Matić,1000000.0,939095.2524226606
Kim Young Sin,200000.0,221482.49058095325
J. Edmundsson,825000.0,692774.780370909
Mollejo,300000.0,305177.63990378985
R. McGinley,160000.0,154102.08654475954
A. Özer,400000.0,468588.72190516494
N. Yamada,160000.0,118914.39200268703
J. Zwarts,650000.0,630656.6856666291
A. Gamboa,260000.0,277966.18395136285
N. Navarro,2000000.0,2186924.990094633
T. Parkes,475000.0,390494.42242629983
P. Hofmann,1200000.0,1053401.3172395858
R. Özcan,2700000.0,2376640.889297625
Carlos Hernández,3800000.0,3994254.5616406514
Pombaxinho,725000.0,1455621.7646572327
M. Al Mutlaq,160000.0,168444.0639255211
B. White,525000.0,457735.9414051002
Rafa Mir,3100000.0,3024995.173453095
A. Al Shehry,90000.0,110152.40442629803
D. Novoa,725000.0,855394.0500813496
Jung Sung Ryong,1200000.0,974724.8725984183
L. Mago,0.0,217812.06750011627
S. Poulsen,100000.0,215927.60233999917
S. Machino,110000.0,113133.09804637416
J. Thomasen,725000.0,660236.3430998786
S. Logan,1700000.0,1932114.6346183806
B. Delihasan,180000.0,182495.37205773822
N. Fiedler,180000.0,158772.10984720287
M. Rodriguez,2500000.0,1925070.5210518723
M. El Hankouri,1100000.0,996134.9513657342
R. Köse,1500000.0,1215492.7511707786
S. Rochet,975000.0,1004343.1106803434
Jailson Acuna,425000.0,352369.7893820593
A. Estupiñán,170000.0,166588.73295235346
L. Crisetig,7000000.0,6959826.63645965
M. Pellegrini,1300000.0,1363448.1205208353
B. Hussein,230000.0,203182.24563737836
D. Araki,110000.0,107601.50187656068
K. Gjasula,725000.0,656019.7970869987
T. Masuda,200000.0,205384.0501350091
D. Calabria,14500000.0,14680949.22395072
D. Hediger,775000.0,656019.7970869987
S. Rakowitz,450000.0,360677.7679676446
L. Catherall,40000.0,42170.53683651912
O. Fane,525000.0,505379.0010769549
J. Untersee,750000.0,706669.9632137454
M. Byrne,350000.0,289716.6519272639
R. Descamps,700000.0,846721.2760620555
M. Lazzari,13000000.0,11483048.791391874
J. Dehm,600000.0,649428.1548641208
S. Benyamina,800000.0,670071.608484007
Wu Lei,9000000.0,7453619.465641839
C. Warner,475000.0,556346.171148315
M. Valdifiori,3800000.0,5426543.420809623
Bae Jae Woo,325000.0,388403.9816045694
J. Bijlow,3900000.0,4088104.2338974397
Y. Ramadani,925000.0,921127.076001264
T. Morishima,550000.0,495660.7355420398
J. Hope,170000.0,148454.5378965232
D. Liénard,6000000.0,5749026.811518481
H. Magnússon,4500000.0,4640916.302933397
Fábio Pacheco,2300000.0,1864831.0650345245
Song Long,120000.0,118509.54741663128
O. Skipp,800000.0,903330.8220201958
M. Schantl,60000.0,56159.03890335886
J. Omolo,525000.0,484490.9148347958
V. Darida,10500000.0,9023171.565491728
J. Coleman,400000.0,464043.24131674034
D. Villalpando,3600000.0,3297763.5711305034
A. Bangoura,550000.0,478874.0831553958
O. Batista Meier,725000.0,756528.4160599156
S. Neville,350000.0,340526.2234636608
L. Puyo,875000.0,782829.1113242613
Chen Zhechao,70000.0,72526.52670805782
Tito,1700000.0,2718415.239818541
A. Cadavid,400000.0,468588.72190516494
G. Bueno,1100000.0,1065393.6173881718
I. Bennacer,4000000.0,3858155.3097420037
Y. Regäsel,900000.0,996134.9513657342
E. Toal,130000.0,129761.8513567506
Jiang Wenjun,80000.0,81307.48883607808
C. Moya,250000.0,251816.4883317712
A. Sørensen,850000.0,905266.6689204982
V. Pajot,4100000.0,3313049.13109731
J. Jacobson,425000.0,484490.9148347958
R. Gutiérrez,80000.0,106217.54180461659
Etxeita,3000000.0,2787871.8192422665
D. Llanos,1100000.0,939095.2524226606
Alex Bergantiños,1600000.0,2581613.101652483
Borja Fernández,550000.0,568416.8331099097
D. Frattesi,925000.0,904142.5659298808
Zhou Qiming,100000.0,112589.59982071896
Marcos Lavín,170000.0,197028.773224707
W. Biedrzycki,120000.0,123976.60690745132
K. Hoffmann,210000.0,188924.33044664015
R. Rösch,290000.0,277966.18395136285
R. Lloyd,140000.0,129962.89888329543
O. Kharbin,9000000.0,8538829.360176602
M. Emnes,875000.0,782829.1113242613
H. Pernía,100000.0,90964.10837586604
O. Kanté,400000.0,482062.6255171717
B. Touré,600000.0,505379.0010769549
L. Gambin,300000.0,299057.63537267945
Moon Seon Min,1900000.0,1378455.11967338
M. Trejo,170000.0,178497.681823692
J. Emmanuel,825000.0,902929.642512115
Danilson da Cruz,525000.0,656019.7970869987
Davide Eustáquio,950000.0,783201.71770724
H. Kyprianou,375000.0,392021.8956505542
J. Young,450000.0,384494.38628382084
T. Kida,1000000.0,1072347.3956024924
K. Olsson,7500000.0,6993960.918558392
Han Kyo Won,900000.0,782829.1113242613
R. Lauwers,350000.0,356161.4212626399
Kim Woo Suk,160000.0,158772.10984720287
T. Roberts,1900000.0,1873130.1822833666
G. Guiffrey,325000.0,326625.2627491381
M. Çelik,650000.0,556346.171148315
P. Ziereis,1100000.0,1081589.8165588984
Ángel López,400000.0,360129.4665030353
Y. Aguila,110000.0,120760.42333998083
E. Karaca,3100000.0,2739010.756255998
A. Mehmedi,8000000.0,6444016.009966209
Piao Cheng,750000.0,678290.812183305
J. Bamba,6000000.0,5461750.073305872
K. Moreno,450000.0,497010.49030449986
L. Sapela,70000.0,144494.24830814716
Sun Qibin,20000.0,36106.65810805221
R. Guder,525000.0,457735.9414051002
J. Dall'Oglio,625000.0,546558.1276401611
J. Bajandouh,975000.0,1009394.2491735391
Maikel Santana,150000.0,157923.6343093217
Mello,200000.0,184087.53006910736
G. Villagra,240000.0,505034.6946712049
M. Petković,1100000.0,1188184.7204987004
M. Konradsen,450000.0,395454.18775646406
C. Townsend,825000.0,963613.0204238556
M. Dawson,725000.0,1385417.5882259423
B. Mugabi,170000.0,188924.33044664015
A. Moreno,575000.0,649428.1548641208
M. Köstenbauer,90000.0,104349.00169927752
A. Epureanu,3800000.0,4382656.843010711
M. Herrera,700000.0,659298.5221347352
M. Vorm,3600000.0,4230904.351206822
D. Erdoğan,525000.0,486276.616158213
Brandon Thomas,4400000.0,4119262.697341762
N. De Préville,6000000.0,4647124.370566602
J. Ferry,130000.0,123976.60690745132
A. Fletcher,220000.0,202012.47981200728
Y. El Ghanassy,2500000.0,2113878.5385712325
J. Allansson,550000.0,492939.9437114512
G. Henriksson,80000.0,74674.43879939365
J. Deminguet,800000.0,693618.4986387484
M. Bazi,130000.0,114167.46548635144
J. Bohui,700000.0,607631.3388622304
B. Rivas,280000.0,251480.6011701347
A. Dursun,475000.0,496671.97106403456
G. Di Lorenzo,3400000.0,3953768.6517072474
A. Flint,6000000.0,5477630.793739179
J. Boote,230000.0,226660.00220616456
R. Emanuelsson,120000.0,158722.11193152727
R. Schwartz,675000.0,483935.31732552196
J. Schlupp,4100000.0,4724793.775827619
J. Huentelaf,875000.0,782829.1113242613
E. García,1900000.0,2113289.09537182
L. Ocampos,12000000.0,11642786.220205143
B. Williams,110000.0,114167.46548635144
E. Jelenič,1200000.0,1099503.7558390861
F. de Jong,26000000.0,26312586.26789878
C. Martins Pereira,1000000.0,1103816.511179851
P. Larsen,525000.0,392232.457327302
J. Godínez,1100000.0,1024448.3062530899
T. Mykhalyk,1700000.0,2630221.5531681925
B. Ramselaar,5500000.0,5069661.121674317
Aguilera,600000.0,939095.2524226606
E. Paredes,2400000.0,5069365.677644539
Y. de Lanlay,1200000.0,1099503.7558390861
T. Vilhena,11500000.0,11131478.64094741
D. Jarl,260000.0,317408.7117702096
Chema,650000.0,594201.9944771518
A. Smith-Brown,700000.0,785021.9885775738
P. Da Silva,550000.0,497404.27382197743
A. Smith,325000.0,428352.1378361373
J. Collins,1000000.0,1174636.0509746887
N. Espinoza,350000.0,367708.86436091247
E. Rashani,1100000.0,1065393.6173881718
M. Schönbächler,1100000.0,939095.2524226606
Zhang Jingyi,30000.0,40891.56194158164
F. Kadioglu,1300000.0,1249006.575924633
S. Abraham,150000.0,117505.54967407272
H. Al Yami,200000.0,182495.37205773822
Valdu Té,550000.0,475412.80165821617
F. Hasani,1800000.0,1598397.5554550302
Pedro Sá,4800000.0,4760748.801428482
M. Pjanić,44000000.0,35728297.523554884
J. Sanchez,450000.0,395454.18775646406
D. Novaretti,425000.0,715695.3738743805
Zhang Yuning,1100000.0,996134.9513657342
B. Knežević,750000.0,777558.1341156014
Adrià Pedrosa,350000.0,360129.4665030353
R. Nuzzolo,2100000.0,3296969.9411926256
J. Rivas,325000.0,340526.2234636608
Hélton Carvalhal,325000.0,225325.40075230922
Zubeldia,8000000.0,7875161.651436351
C. Johnson,425000.0,452486.2947958675
Kim Jung Ho,150000.0,166740.92484648083
J. Nikolaou,875000.0,892929.6200002492
D. Larsson,1600000.0,1592979.8996297077
J. Mosquera,475000.0,477650.9227694311
O. Benítez,2200000.0,2164417.9832281857
Sergio Herrera,2000000.0,2419516.687164526
J. Ángulo,1100000.0,1140633.9954612872
S. Tetteh,850000.0,785021.9885775738
T. Vermot,110000.0,118104.70416591162
O. Akhmedov,6000000.0,5747817.905840825
G. Gbellé,130000.0,129962.89888329543
Luisinho,1900000.0,1593598.3486520273
F. Buchacher,180000.0,213731.21786909032
R. Emond,4800000.0,3999676.370125847
S. Bengriba,20000.0,116868.22756383981
L. Kozák,750000.0,505034.6946712049
C. Budescu,6500000.0,5777099.541731025
B. Castrillon,650000.0,630656.6856666291
A. Benedyczak,180000.0,182495.37205773822
H. Delbridge,450000.0,482062.6255171717
B. Morgado,130000.0,129761.8513567506
F. Carstens,300000.0,326625.2627491381
J. Livesey,60000.0,55476.44664180614
D. Tchamba,425000.0,452486.2947958675
M. Farrona Pulido,925000.0,931683.2408932287
F. Okenabirhie,400000.0,352376.3889443352
S. Szmodics,950000.0,902929.642512115
Kim Shin,625000.0,496591.7458073283
Ha Tae Goon,875000.0,782829.1113242613
Felipe,1300000.0,1166267.4472850794
B. Jatta,1100000.0,975632.7343785532
O. Burke,3100000.0,3002909.5173401837
J. Forlín,3000000.0,2581613.101652483
D. McNeil,925000.0,903920.9288271462
B. Çamoğlu,775000.0,723060.671949849
G. Åsen,1200000.0,1099503.7558390861
M. Harzan,250000.0,214473.31703897283
J. Paintsil,3100000.0,2994182.62340079
C. Rigamonti,2400000.0,2063684.352630626
T. Blomeyer,475000.0,475412.80165821617
José Kanté,825000.0,689982.0171699254
B. Tollitt,140000.0,133300.70388762097
S. Tağa,110000.0,91185.20215933143
D. Kelly,525000.0,482062.6255171717
S. Holmén,425000.0,783201.71770724
K. Tokushige,60000.0,80792.43513389026
T. Mokwa,260000.0,317408.7117702096
Sergio Álvarez,7000000.0,7892515.851930379
M. Frøkjær-Jensen,60000.0,55934.3179601894
O. Kıvrak,5500000.0,4465357.4609978
S. Popov,1500000.0,1585890.804396464
K. Mawatari,280000.0,289716.6519272639
M. Fall,1100000.0,933745.3945363067
J. Opoku,775000.0,674876.4257354114
G. Pegolo,160000.0,1294314.511905761
N. Sánchez,3200000.0,4393475.7269821
I. Ávila,3300000.0,2684367.928699103
José Sá,8500000.0,9014536.607605647
M. Milec,0.0,4991.033103666746
Adrián Maideira,450000.0,782829.1113242613
Hwang Ui Jo,3000000.0,2834985.510540945
K. Fegrouche,20000.0,60469.07226494214
E. Pletinckx,230000.0,251816.4883317712
Javi Flores,575000.0,670071.608484007
J. Garro,3700000.0,3266597.613910762
S. Mendoza,2800000.0,2637946.782633521
O. Schnitzler,550000.0,692047.7121685417
N. Jackson,400000.0,352124.39718609356
A. Blomqvist,1100000.0,969975.9215916048
R. Ramírez,675000.0,826364.3668887146
D. Cvitanich,4700000.0,7338651.323832096
E. McCue,70000.0,69785.00774979974
D. Berntsen,575000.0,492939.9437114512
Huang Zhengyu,525000.0,520637.4988037899
E. Karic,190000.0,189525.10952474686
L. Tonelli,8500000.0,9652017.105280934
W. Parra,290000.0,317967.84650851967
R. Wood,525000.0,661926.6204030602
A. Maziero,500000.0,452486.2947958675
F. Hansch,750000.0,706669.9632137454
F. Brown Forbes,300000.0,233529.7356439751
A. Fontana,525000.0,497010.49030449986
A. Bolger,210000.0,203182.24563737836
K. Kallaste,475000.0,483935.31732552196
M. Jankowski,650000.0,556346.171148315
M. N'Doye,775000.0,776358.1255353509
P. Bird,180000.0,182495.37205773822
A. Kanno,300000.0,292687.18867959466
T. Röcher,950000.0,785753.6896377167
C. Akono,220000.0,203182.24563737836
M. Gollner,500000.0,485156.4607597763
Adrià Arjona,290000.0,265908.2911800451
A. Henley,475000.0,486997.414195868
E. Majetschak,425000.0,423538.2138181852
E. Insúa,2900000.0,3301213.596888656
F. Torgnascioli,375000.0,468588.72190516494
A. Sanabria,17500000.0,17450107.926867187
S. Peña,1200000.0,1223345.7394894909
A. Nkaka,925000.0,921127.076001264
J. Rothwell,950000.0,902929.642512115
I. Saadi,2100000.0,2005303.2565615254
M. Vallecilla,250000.0,224663.47078914312
A. Araujo,525000.0,488311.93521762115
D. Evtimov,190000.0,251627.7657130716
Daniel Guimarães,1900000.0,1674183.4755576479
V. Angban,2700000.0,2564634.6620019358
Jesús Areso,825000.0,903920.9288271462
C. Dagba,875000.0,903920.9288271462
S. Old,140000.0,213912.49806232707
Liu Hao,120000.0,126085.63374008419
C. Martinez,725000.0,705670.1958449328
V. Muriqi,1200000.0,1072347.3956024924
Kim Sang Won,325000.0,224663.47078914312
S. Kaya,1800000.0,2018458.260730338
L. Faye,450000.0,463158.2215311224
C. Almeida,425000.0,390494.42242629983
J. Nolan,1100000.0,1065393.6173881718
R. Vinderslev,150000.0,144553.62413715018
C. Zuvela,150000.0,144553.62413715018
O. Lewicki,3300000.0,3357088.444021542
R. Yamasaki,260000.0,263421.20577958005
Lee Yong,575000.0,645319.5678462699
R. Watson,120000.0,114742.15023105909
J. Palmieri,1200000.0,1378455.11967338
A. Danzi,725000.0,754410.4902829905
Abdón,875000.0,742844.1791344888
J. Arboleda,700000.0,782394.0703406547
M. Larsen,70000.0,69785.00774979974
M. Bunn,525000.0,601069.5853417818
S. Sy,240000.0,248838.91878642165
A. Olliero,375000.0,442973.1644184108
G. Þórarinsson,2100000.0,1925910.7316972057
Oier,1400000.0,1439099.860403453
M. Al Anazi,260000.0,208810.32116221215
